Species,Longitude,Latitude
LTM,75.43611111,12.38638889
LTM,75.37111111,12.42055556
LTM,75.502175,12.4158
LTM,75.89138889,11.9915
LTM,75.90023333,12.06806389
LTM,75.95181389,11.93438611
LTM,75.95040833,11.93461667
LTM,75.46692778,12.31801111
LTM,75.51780833,12.26918889
LTM,75.78505556,12.11704722
LTM,75.83355833,12.08462222
LTM,75.81805556,12.08389167
